mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	dynamics	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
67	67	265	265	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	915										
67	67	266	266	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	916										
67	67	267	267	0.5	3/4	3/4	Chord	4/4	5	1	1/8	1/8	1	917										
67	67	535/2	535/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	918	6									
68	68	268	268	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	919										24
68	68	537/2	537/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	920										24
68	68	1075/4	1075/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	921										24
68	68	269	269	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	922										24
68	68	539/2	539/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	923										24
68	68	1079/4	1079/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	924										24
68	68	270	270	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	925										
68	68	543/2	543/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	926	Al-									
68	68	268	268	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	927	ja,									
68	68	541/2	541/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	928	Al-									
68	68	271	271	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	929	le-									
68	68	543/2	543/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	930	lu-									
68	68	268	268	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	931	le-									
68	68	269	269	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	932	lu-									
68	68	270	270	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	933	ja,									
68	68	268	268	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	934										25
68	68	537/2	537/2	0.25	1/8	1/8	Chord	4/4	4	1	1/16	1/16	1	935										25
68	68	1075/4	1075/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16	1/16	1	936										25
68	68	269	269	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	937										25
68	68	539/2	539/2	0.25	3/8	3/8	Chord	4/4	4	1	1/16	1/16	1	938										25
68	68	1079/4	1079/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16	1/16	1	939										25
68	68	270	270	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	940										25
68	68	541/2	541/2	0.25	5/8	5/8	Chord	4/4	4	1	1/16	1/16	1	941										25
68	68	1083/4	1083/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16	1/16	1	942										25
68	68	271	271	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	943										25
68	68	543/2	543/2	0.25	7/8	7/8	Chord	4/4	4	1	1/16	1/16	1	944										25
68	68	1087/4	1087/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16	1/16	1	945										25
68	68	268	268	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	946										
68	68	269	269	0.5	1/4	1/4	Chord	4/4	5	1	1/8	1/8	1	947										
68	68	539/2	539/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	948	6									
68	68	270	270	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	949	6									
68	68	271	271	0.5	3/4	3/4	Chord	4/4	5	1	1/8	1/8	1	950										
68	68	543/2	543/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	951	6									
69	69	272	272	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	952	le-									
69	69	273	273	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	953	lu-									
69	69	274	274	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	954	ja,									
69	69	549/2	549/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	955	Al-									
69	69	275	275	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	956	le-									
69	69	551/2	551/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	957	lu-									
69	69	272	272	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	958	ja,									26
69	69	545/2	545/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	959										26
69	69	1091/4	1091/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	960										26
69	69	273	273	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	961										26
69	69	547/2	547/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	962										26
69	69	1095/4	1095/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	963										26
69	69	274	274	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	964										
69	69	549/2	549/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	965	Al-									
69	69	275	275	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	966	le-									
69	69	551/2	551/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	967	lu-									
69	69	551/2	551/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	968	Al									
69	69	272	272	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	969										25
69	69	545/2	545/2	0.25	1/8	1/8	Chord	4/4	4	1	1/16	1/16	1	970										25
69	69	1091/4	1091/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16	1/16	1	971										25
69	69	273	273	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	972										25
69	69	547/2	547/2	0.25	3/8	3/8	Chord	4/4	4	1	1/16	1/16	1	973										25
69	69	1095/4	1095/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16	1/16	1	974										25
69	69	274	274	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	975										
69	69	275	275	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	976	Al-									
69	69	272	272	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	977										
69	69	273	273	0.5	1/4	1/4	Chord	4/4	5	1	1/8	1/8	1	978										
69	69	547/2	547/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	979	6									
69	69	274	274	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	980										
69	69	275	275	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	981										
70	70	276	276	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	982	ia,									27
70	70	553/2	553/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	983										27
70	70	1107/4	1107/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	984										27
70	70	277	277	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	985										27
70	70	555/2	555/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	986										27
70	70	1111/4	1111/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	987										27
70	70	278	278	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	988										
70	70	559/2	559/2	0.0	7/8	7/8	Dynamic	4/4	1	1	0						p							
70	70	559/2	559/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	989	Al-									
70	70	276	276	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	990	ja,									28
70	70	553/2	553/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	991										28
70	70	1107/4	1107/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	992										28
70	70	277	277	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	993										28
70	70	555/2	555/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	994										28
70	70	1111/4	1111/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	995										28
70	70	278	278	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	996										
70	70	557/2	557/2	0.0	5/8	5/8	Dynamic	4/4	2	1	0						p							
70	70	557/2	557/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	997	Al-									
70	70	279	279	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	998	le-									
70	70	559/2	559/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	999	lu-									
70	70	276	276	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	1000	le-									
70	70	277	277	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	1001	lu-									
70	70	278	278	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	1002	ja,									
70	70	557/2	557/2	0.0	5/8	5/8	Dynamic	4/4	3	1	0						p							
70	70	557/2	557/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	1003	Al-									
70	70	279	279	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	1004	le-									
70	70	559/2	559/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	1005	lu-									
70	70	276	276	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	1006	le-									
70	70	277	277	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	1007	lu-									
70	70	278	278	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	1008	ja,									
70	70	279	279	0.0	3/4	3/4	Dynamic	4/4	4	1	0						p							
70	70	279	279	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	1009	Al-									
70	70	276	276	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	1010	6									
70	70	277	277	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	1011										
70	70	278	278	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	1012										
70	70	279	279	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	1013										
71	71	280	280	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	1014	le-									
71	71	281	281	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1015	lu-									
71	71	282	282	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1016	ja,									
71	71	565/2	565/2	0.0	5/8	5/8	Dynamic	4/4	1	1	0						f							
71	71	565/2	565/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	1017	Al-									
71	71	283	283	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1018	le-									
71	71	567/2	567/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1019	lu-									
71	71	280	280	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1020	ja,									29
71	71	561/2	561/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	1021										29
71	71	1123/4	1123/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	1022										29
71	71	281	281	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1023										29
71	71	563/2	563/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	1024										29
71	71	1127/4	1127/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	1025										29
71	71	282	282	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1026										
71	71	567/2	567/2	0.0	7/8	7/8	Dynamic	4/4	2	1	0						f							
71	71	567/2	567/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1027	Al-									
71	71	280	280	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	1028	ja,									30
71	71	561/2	561/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16	1/16	1	1029										30
71	71	1123/4	1123/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16	1/16	1	1030										30
71	71	281	281	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	1031										30
71	71	563/2	563/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16	1/16	1	1032										30
71	71	1127/4	1127/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16	1/16	1	1033										30
71	71	282	282	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	1034										
71	71	565/2	565/2	0.0	5/8	5/8	Dynamic	4/4	3	1	0						f							
71	71	565/2	565/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	1035	Al-									
71	71	283	283	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	1036	le-									
71	71	567/2	567/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	1037	lu-									
71	71	280	280	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	1038	le-									
71	71	281	281	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	1039	lu-									
71	71	282	282	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	1040	ja,									
71	71	283	283	0.0	3/4	3/4	Dynamic	4/4	4	1	0						f							
71	71	283	283	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	1041	Al-									
71	71	280	280	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	1042										
71	71	281	281	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	1043										
71	71	282	282	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	1044										
71	71	283	283	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	1045										
72	72	284	284	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	1046	ja,									31
72	72	569/2	569/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	1047										31
72	72	1139/4	1139/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	1048										31
72	72	285	285	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1049										31
72	72	571/2	571/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	1050										31
72	72	1143/4	1143/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	1051										31
72	72	286	286	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1052										
72	72	573/2	573/2	0.0	5/8	5/8	Dynamic	4/4	1	1	0						p							
72	72	573/2	573/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	1053	Al-									
72	72	287	287	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1054	le-									
72	72	575/2	575/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1055	lu-									
72	72	284	284	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	1056	le-									
72	72	285	285	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1057	lu-									
72	72	286	286	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1058	ja,									
72	72	287	287	0.0	3/4	3/4	Dynamic	4/4	2	1	0						p							
72	72	287	287	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1059	Al-									
72	72	284	284	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	1060	ja,									32
72	72	569/2	569/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16	1/16	1	1061										32
72	72	1139/4	1139/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16	1/16	1	1062										32
72	72	285	285	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	1063										32
72	72	571/2	571/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16	1/16	1	1064										32
72	72	1143/4	1143/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16	1/16	1	1065										32
72	72	286	286	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	1066										
72	72	573/2	573/2	0.0	5/8	5/8	Dynamic	4/4	3	1	0						p							
72	72	573/2	573/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	1067	Al-									
72	72	287	287	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	1068	le-									
72	72	575/2	575/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	1069	lu-									
72	72	284	284	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	1070	le-									
72	72	285	285	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	1071	lu-									
72	72	286	286	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	1072	ja,									
72	72	287	287	0.0	3/4	3/4	Dynamic	4/4	4	1	0						p							
72	72	287	287	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	1073	Al-									
72	72	284	284	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	1074	6									
72	72	285	285	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	1075										
72	72	286	286	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	1076										
72	72	287	287	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	1077										
73	73	288	288	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	1078	ja,									33
73	73	577/2	577/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	1079										33
73	73	1155/4	1155/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	1080										33
73	73	289	289	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1081										33
73	73	579/2	579/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	1082										33
73	73	1159/4	1159/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	1083										33
73	73	290	290	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	1084										
73	73	288	288	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	1085	le-									
73	73	289	289	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1086	lu-									
73	73	290	290	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	1087	ja,									
73	73	288	288	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	1088	ja,									34
73	73	577/2	577/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16	1/16	1	1089										34
73	73	1155/4	1155/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16	1/16	1	1090										34
73	73	289	289	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	1091										34
73	73	579/2	579/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16	1/16	1	1092										34
73	73	1159/4	1159/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16	1/16	1	1093										34
73	73	290	290	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	1094										
73	73	288	288	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	1095	le-									
73	73	289	289	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	1096	lu-									
73	73	290	290	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	1097	ja,									
73	73	288	288	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	1098										
73	73	289	289	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	1099										
73	73	290	290	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	1100										
74	74	293	293	0.0	1/4	1/4	Dynamic	4/4	1	1	0						f							
74	74	293	293	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	1101	Al-									
74	74	295	295	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1102	le-									
74	74	293	293	0.0	1/4	1/4	Dynamic	4/4	2	1	0						f							
74	74	293	293	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	1103	Al-									
74	74	295	295	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1104	le-									
74	74	293	293	0.0	1/4	1/4	Dynamic	4/4	3	1	0						f							
74	74	293	293	2.0	1/4	1/4	Chord	4/4	3	1	1/2	1/2	1	1105	Al-									
74	74	295	295	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	1106	le-									
74	74	293	293	0.0	1/4	1/4	Dynamic	4/4	4	1	0						f							
74	74	293	293	2.0	1/4	1/4	Chord	4/4	4	1	1/2	1/2	1	1107	Al-									
74	74	295	295	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	1108	le-									
74	74	293	293	2.0	1/4	1/4	Chord	4/4	5	1	1/2	1/2	1	1109										
74	74	295	295	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	1110										
75	75	296	296	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	1111	lu-									35
75	75	297	297	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1112										35
75	75	595/2	595/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1113										35
75	75	298	298	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	1114										
75	75	296	296	4.0	0	0	Chord	4/4	2	1	1	1	1	1115	lu-									
75	75	296	296	4.0	0	0	Chord	4/4	3	1	1	1	1	1116	lu-									
75	75	296	296	4.0	0	0	Chord	4/4	4	1	1	1	1	1117	lu-									
75	75	296	296	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	1118	4									
75	75	298	298	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	1119										
76	76	300	300	4.0	0	0	Chord	4/4	1	1	1	1	1	1120	ja.									
76	76	300	300	4.0	0	0	Chord	4/4	2	1	1	1	1	1121	ja.									
76	76	300	300	4.0	0	0	Chord	4/4	3	1	1	1	1	1122	ja.									
76	76	300	300	4.0	0	0	Chord	4/4	4	1	1	1	1	1123	ja.									
76	76	300	300	4.0	0	0	Chord	4/4	5	1	1	1	1	1124										
