mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	2/2	2	1	C.I				C	I		I	I							M	0	0	0, 4, 1		0	0	3.0	12.0	0.2	0.375	3.5	0.0967741935483871
3	3	0	0	2/2	2	1	I6				C	I		I6	I		6					M	0	0	4, 1, 0		0	4	2.0	3.0	0.4	0.25	0.75	0.25
3	3	1/2	1/2	2/2	2	1	I				C	I		I	I							M	0	0	0, 4, 1		0	0	0.0	2.0	0.0	0.0	1.0	0.0
4	4	0	0	2/2	2	1	V7/V				C	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2	1.0	2.0	0.3333333333333333	0.125	1.125	0.1
4	4	1/4	1/4	2/2	2	1	V(4)/V				C	I		V(4)/V	V			4	V			M	0	0	2, 1, 3		2	2	0.0	3.0	0.0	0.0	0.625	0.0
4	4	3/4	3/4	2/2	2	1	V/V				C	I		V/V	V				V			M	0	0	2, 6, 3		2	2	1.0	0.0	1.0	0.125	0.0	1.0
5	5	0	0	2/2	2	1	V\\				C	I		V	V						\\	M	0	0	1, 5, 2		1	1	5.0	14.0	0.2631578947368421	0.625	5.0	0.1111111111111111
7	7	3/4	3/4	2/2	2	1	iii				C	I		iii	iii							m	0	0	4, 1, 5		4	4	0.0	1.0	0.0	0.0	0.25	0.0
8	8	0	0	2/2	2	1	vi				C	I		vi	vi							m	0	0	3, 0, 4		3	3	0.0	2.0	0.0	0.0	1.0	0.0
8	8	1/2	1/2	2/2	2	1	iio6(2)/vi	-0.76452	-4	/	C	I		iio6(2)/vi	ii	o	6	2	vi			o	0	0	2, -1, 0		5	2	0.0	1.0	0.0	0.0	0.5	0.0
8	8	3/4	3/4	2/2	2	1	iio6/vi				C	I		iio6/vi	ii	o	6		vi			o	0	0	2, -1, 5		5	2	0.0	2.0	0.0	0.0	0.25	0.0
9	9	0	0	2/2	2	1	V(4)/vi	-1.51776	-3.76447	/	C	I		V(4)/vi	V			4	vi			M	0	0	4, 3, 5		4	4	0.0	2.0	0.0	0.0	2.0	0.0
9	9	1/2	1/2	2/2	2	1	V/vi	0.405062	-3.67996	/	C	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4						
10	10	0	0	2/2	2	1	vi\\				C	I		vi	vi						\\	m	0	0	3, 0, 4		3	3	2.0	4.0	0.3333333333333333	0.25	1.0	0.2
10	10	3/4	3/4	2/2	2	1	IV				C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	0.0	1.0	0.0	0.0	0.25	0.0
11	11	0	0	2/2	2	1	bVII				C	I		bVII	bVII							M	0	0	-2, 2, -1		-2	-2	0.0	2.0	0.0	0.0	1.0	0.0
11	11	1/2	1/2	2/2	2	1	v				C	I		v	v							m	0	0	1, -2, 2		1	1	0.0	1.0	0.0	0.0	0.25	0.0
11	11	3/4	3/4	2/2	2	1	ii6/V				C	I		ii6/V	ii		6		V			m	0	0	0, 4, 3		3	0	0.0	3.0	0.0	0.0	0.5	0.0
12	12	0	0	2/2	2	1	V(4)/V				C	I		V(4)/V	V			4	V			M	0	0	2, 1, 3		2	2	0.0	2.0	0.0	0.0	2.0	0.0
12	12	1/2	1/2	2/2	2	1	V/V	0.123177	-4.04766	/	C	I		V/V	V				V			M	0	0	2, 6, 3		2	2						
13	13	0	0	2/2	2	1	V\\				C	I		V	V						\\	M	0	0	1, 5, 2		1	1	0.0	2.0	0.0	0.0	2.0	0.0
14	14	0	0	3/2	2	1	I				C	I		I	I							M	0	0	0, 4, 1		0	0	0.0	3.0	0.0	0.0	1.0	0.0
14	14	1/2	1/2	3/2	2	1	V6				C	I		V6	V		6					M	0	0	5, 2, 1		1	5	0.0	3.0	0.0	0.0	1.0	0.0
14	14	1	1	3/2	2	1	vi				C	I		vi	vi							m	0	0	3, 0, 4		3	3	0.0	3.0	0.0	0.0	1.0	0.0
15	15	0	0	3/2	2	1	V				C	I		V	V							M	0	0	1, 5, 2		1	1	0.0	4.0	0.0	0.0	3.0	0.0
16	16	0	0	3/2	2	1	vi				C	I		vi	vi							m	0	0	3, 0, 4		3	3	0.0	2.0	0.0	0.0	1.0	0.0
16	16	1/2	1/2	3/2	2	1	v6/vi				C	I		v6/vi	v		6		vi			m	0	0	1, 5, 4		4	1	0.0	2.0	0.0	0.0	1.0	0.0
16	16	1	1	3/2	2	1	iv6/vi				C	I		iv6/vi	iv		6		vi			m	0	0	-1, 3, 2		2	-1	0.0	2.0	0.0	0.0	1.0	0.0
17	17	0	0	3/2	2	1	V/vi\\				C	I		V/vi	V				vi		\\	M	0	0	4, 8, 5		4	4	0.0	2.0	0.0	0.0	2.5	0.0
18	18	0	0	3/2	2	1	IV				C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	0.0	3.0	0.0	0.0	1.0	0.0
18	18	1/2	1/2	3/2	2	1	I6				C	I		I6	I		6					M	0	0	4, 1, 0		0	4	0.0	3.0	0.0	0.0	1.0	0.0
18	18	1	1	3/2	2	1	ii				C	I		ii	ii							m	0	0	2, -1, 3		2	2	0.0	3.0	0.0	0.0	1.0	0.0
19	19	0	0	3/2	2	1	I				C	I		I	I							M	0	0	0, 4, 1		0	0	0.0	6.0	0.0	0.0	4.0	0.0
20	20	1/2	1/2	3/2	2	1	V6				C	I		V6	V		6					M	0	0	5, 2, 1		1	5	0.0	2.0	0.0	0.0	1.0	0.0
20	20	1	1	3/2	2	1	viio6/V	0	-3.97812	/	C	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3	0.0	2.0	0.0	0.0	1.0	0.0
21	21	0	0	3/2	2	1	V\\				C	I		V	V						\\	M	0	0	1, 5, 2		1	1	0.0	2.0	0.0	0.0	2.0	0.0
22	22	0	0	3/2	2	1	vi				C	I		vi	vi							m	0	0	3, 0, 4		3	3	0.0	3.0	0.0	0.0	1.0	0.0
22	22	1/2	1/2	3/2	2	1	V				C	I		V	V							M	0	0	1, 5, 2		1	1	0.0	3.0	0.0	0.0	1.0	0.0
22	22	1	1	3/2	2	1	IV				C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	0.0	3.0	0.0	0.0	1.0	0.0
23	23	0	0	3/2	2	1	iii				C	I		iii	iii							m	0	0	4, 1, 5		4	4	0.0	4.0	0.0	0.0	3.0	0.0
24	24	0	0	3/2	2	1	IV				C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	0.0	2.0	0.0	0.0	1.0	0.0
24	24	1/2	1/2	3/2	2	1	V(4)				C	I		V(4)	V			4				M	0	0	1, 0, 2		1	1	0.0	2.0	0.0	0.0	1.75	0.0
24	24	5/4	5/4	3/2	2	1	V				C	I		V	V							M	0	0	1, 5, 2		1	1	0.0	1.0	0.0	0.0	0.25	0.0
25	25	0	0	2/2	2	1	I\\				C	I		I	I						\\	M	0	0	0, 4, 1		0	0	3.0	14.0	0.17647058823529413	0.375	5.5	0.06382978723404255
28	28	0	0	2/2	2	1	I6				C	I		I6	I		6					M	0	0	4, 1, 0		0	4	0.0	2.0	0.0	0.0	0.75	0.0
28	28	1/4	1/4	2/2	2	1	I				C	I		I	I							M	0	0	0, 4, 1		0	0	0.0	3.0	0.0	0.0	0.75	0.0
28	28	3/4	3/4	2/2	2	1	IV				C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	0.0	2.0	0.0	0.0	0.5	0.0
29	29	0	0	2/2	2	1	I				C	I		I	I							M	0	0	0, 4, 1		0	0	0.0	2.0	0.0	0.0	1.0	0.0
29	29	1/2	1/2	2/2	2	1	ii				C	I		ii	ii							m	0	0	2, -1, 3		2	2	0.0	2.0	0.0	0.0	1.0	0.0
30	30	0	0	2/2	2	1	vi				C	I		vi	vi							m	0	0	3, 0, 4		3	3	1.0	2.0	0.3333333333333333	0.125	1.125	0.1
30	30	1/2	1/2	2/2	2	1	vi6				C	I		vi6	vi		6					m	0	0	0, 4, 3		3	0	0.0	1.0	0.0	0.0	0.25	0.0
30	30	3/4	3/4	2/2	2	1	IV/vi				C	I		IV/vi	IV				vi			M	0	0	2, 6, 3		2	2	0.0	2.0	0.0	0.0	0.5	0.0
31	31	0	0	2/2	2	1	V/vi				C	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4	0.0	2.0	0.0	0.0	1.25	0.0
31	31	1/4	1/4	2/2	2	1	V(4)/vi				C	I		V(4)/vi	V			4	vi			M	0	0	4, 3, 5		4	4	0.0	1.0	0.0	0.0	0.5	0.0
31	31	3/4	3/4	2/2	2	1	V/vi				C	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4	0.0	1.0	0.0	0.0	0.25	0.0
32	32	0	0	2/2	2	1	vi\\				C	I		vi	vi						\\	m	0	0	3, 0, 4		3	3	0.0	2.0	0.0	0.0	2.0	0.0
33	33	0	0	2/2	2	1	V/ii				C	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3	0.0	5.0	0.0	0.0	1.75	0.0
34	34	0	0	2/2	2	1	ii				C	I		ii	ii							m	0	0	2, -1, 3		2	2	2.0	5.0	0.2857142857142857	0.25	1.75	0.125
35	35	0	0	2/2	2	1	V/ii\\				C	I		V/ii	V				ii		\\	M	0	0	3, 7, 4		3	3	0.0	7.0	0.0	0.0	3.75	0.0
37	37	0	0	2/2	2	1	II				C	I		II	II							M	0	0	2, 6, 3		2	2	2.0	5.0	0.2857142857142857	0.25	1.75	0.125
38	38	0	0	2/2	2	1	iii				C	I		iii	iii							m	0	0	4, 1, 5		4	4	1.0	3.0	0.25	0.0625	0.6875	0.08333333333333333
38	38	1/4	1/4	2/2	2	1	I6				C	I		I6	I		6					M	0	0	4, 1, 0		0	4	1.0	1.0	0.5	0.1875	0.0625	0.75
38	38	1/2	1/2	2/2	2	1	IV				C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	1.0	3.0	0.25	0.0625	0.6875	0.08333333333333333
38	38	3/4	3/4	2/2	2	1	ii6				C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1	1.0	1.0	0.5	0.1875	0.0625	0.75
39	39	0	0	2/2	2	1	V				C	I		V	V							M	0	0	1, 5, 2		1	1	1.0	3.0	0.25	0.0625	1.1875	0.05
39	39	1/4	1/4	2/2	2	1	V(4)				C	I		V(4)	V			4				M	0	0	1, 0, 2		1	1	0.0	1.0	0.0	0.0	0.5	0.0
39	39	3/4	3/4	2/2	2	1	V				C	I		V	V							M	0	0	1, 5, 2		1	1	0.0	1.0	0.0	0.0	0.25	0.0
40	40	0	0	2/2	2	1	I\\				C	I		I	I						\\	M	0	0	0, 4, 1		0	0	0.0	2.0	0.0	0.0	1.0	0.0
40	40	1/2	1/2	2/2	2	1	IV				C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	0.0	2.0	0.0	0.0	0.75	0.0
41	41	0	0	2/2	2	1	V				C	I		V	V							M	0	0	1, 5, 2		1	1	1.0	3.0	0.25	0.125	1.875	0.0625
42	42	0	0	2/2	2	1	I\\				C	I		I	I						\\	M	0	0	0, 4, 1		0	0	0.0	2.0	0.0	0.0	2.0	0.0
43	43	0	0	3/2	2	1	I				C	I		I	I							M	0	0	0, 4, 1		0	0	0.0	3.0	0.0	0.0	1.0	0.0
43	43	1/2	1/2	3/2	2	1	V6				C	I		V6	V		6					M	0	0	5, 2, 1		1	5	0.0	3.0	0.0	0.0	1.0	0.0
43	43	1	1	3/2	2	1	vi				C	I		vi	vi							m	0	0	3, 0, 4		3	3	0.0	3.0	0.0	0.0	1.0	0.0
44	44	0	0	3/2	2	1	V	0	-4.69627	/	C	I		V	V							M	0	0	1, 5, 2		1	1	0.0	4.0	0.0	0.0	3.0	0.0
45	45	0	0	3/2	2	1	vi				C	I		vi	vi							m	0	0	3, 0, 4		3	3	0.0	2.0	0.0	0.0	1.0	0.0
45	45	1/2	1/2	3/2	2	1	v6/vi				C	I		v6/vi	v		6		vi			m	0	0	1, 5, 4		4	1	0.0	2.0	0.0	0.0	1.0	0.0
45	45	1	1	3/2	2	1	iv6/vi	0	-3.72448	/	C	I		iv6/vi	iv		6		vi			m	0	0	-1, 3, 2		2	-1	0.0	2.0	0.0	0.0	1.0	0.0
46	46	0	0	3/2	2	1	V/vi\\				C	I		V/vi	V				vi		\\	M	0	0	4, 8, 5		4	4	0.0	2.0	0.0	0.0	2.0	0.0
47	47	0	0	3/2	2	1	IV				C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	0.0	3.0	0.0	0.0	1.0	0.0
47	47	1/2	1/2	3/2	2	1	I6				C	I		I6	I		6					M	0	0	4, 1, 0		0	4	0.0	3.0	0.0	0.0	1.0	0.0
47	47	1	1	3/2	2	1	ii				C	I		ii	ii							m	0	0	2, -1, 3		2	2	0.0	3.0	0.0	0.0	1.0	0.0
48	48	0	0	3/2	2	1	I				C	I		I	I							M	0	0	0, 4, 1		0	0	0.0	6.0	0.0	0.0	4.0	0.0
49	49	1/2	1/2	3/2	2	1	V6				C	I		V6	V		6					M	0	0	5, 2, 1		1	5	0.0	2.0	0.0	0.0	1.0	0.0
49	49	1	1	3/2	2	1	viio6/V	-1.65646	-3.98672	/	C	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3	0.0	2.0	0.0	0.0	1.0	0.0
50	50	0	0	3/2	2	1	V\\				C	I		V	V						\\	M	0	0	1, 5, 2		1	1	0.0	2.0	0.0	0.0	2.0	0.0
51	51	0	0	3/2	2	1	vi				C	I		vi	vi							m	0	0	3, 0, 4		3	3	0.0	3.0	0.0	0.0	1.0	0.0
51	51	1/2	1/2	3/2	2	1	V				C	I		V	V							M	0	0	1, 5, 2		1	1	0.0	3.0	0.0	0.0	1.0	0.0
51	51	1	1	3/2	2	1	IV				C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	0.0	3.0	0.0	0.0	1.0	0.0
52	52	0	0	3/2	2	1	iii				C	I		iii	iii							m	0	0	4, 1, 5		4	4	0.0	4.0	0.0	0.0	3.0	0.0
53	53	0	0	3/2	2	1	IV				C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	0.0	2.0	0.0	0.0	1.0	0.0
53	53	1/2	1/2	3/2	2	1	V(4)				C	I		V(4)	V			4				M	0	0	1, 0, 2		1	1	0.0	2.0	0.0	0.0	1.75	0.0
53	53	5/4	5/4	3/2	2	1	V				C	I		V	V							M	0	0	1, 5, 2		1	1	0.0	1.0	0.0	0.0	0.25	0.0
54	54	0	0	2/2	2	1	I\\				C	I		I	I						\\	M	0	0	0, 4, 1		0	0	0.0	5.0	0.0	0.0	3.25	0.0
56	56	0	0	2/2	2	1	IV				C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	0.0	3.0	0.0	0.0	2.0	0.0
57	57	0	0	2/2	2	1	VI/ii				C	I		VI/ii	VI				ii			M	0	0	-2, 2, -1		-2	-2	0.0	4.0	0.0	0.0	1.75	0.0
58	58	0	0	2/2	2	1	V/ii				C	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3	0.0	4.0	0.0	0.0	1.75	0.0
59	59	0	0	2/2	2	1	ii				C	I		ii	ii							m	0	0	2, -1, 3		2	2	2.0	5.0	0.2857142857142857	0.125	0.875	0.125
59	59	1/2	1/2	2/2	2	1	I				C	I		I	I							M	0	0	0, 4, 1		0	0	2.0	5.0	0.2857142857142857	0.125	0.875	0.125
60	60	0	0	2/2	2	1	IV				C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	0.0	2.0	0.0	0.0	0.5	0.0
60	60	1/4	1/4	2/2	2	1	V/IV				C	I		V/IV	V				IV			M	0	0	0, 4, 1		0	0	0.0	2.0	0.0	0.0	0.5	0.0
60	60	1/2	1/2	2/2	2	1	IV				C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	0.0	3.0	0.0	0.0	1.0	0.0
61	61	0	0	2/2	2	1	V6/IV				C	I		V6/IV	V		6		IV			M	0	0	4, 1, 0		0	4	0.0	1.0	0.0	0.0	0.25	0.0
61	61	1/4	1/4	2/2	2	1	IV				C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	0.0	2.0	0.0	0.0	0.5	0.0
61	61	1/2	1/2	2/2	2	1	V/IV				C	I		V/IV	V				IV			M	0	0	0, 4, 1		0	0	0.0	2.0	0.0	0.0	0.5	0.0
61	61	3/4	3/4	2/2	2	1	IV				C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	0.0	3.0	0.0	0.0	0.5	0.0
62	62	0	0	2/2	2	1	V6/IV				C	I		V6/IV	V		6		IV			M	0	0	4, 1, 0		0	4	0.0	1.0	0.0	0.0	0.25	0.0
62	62	1/4	1/4	2/2	2	1	IV				C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	0.0	2.0	0.0	0.0	0.5	0.0
62	62	1/2	1/2	2/2	2	1	I				C	I		I	I							M	0	0	0, 4, 1		0	0	0.0	3.0	0.0	0.0	0.5	0.0
62	62	3/4	3/4	2/2	2	1	ii				C	I		ii	ii							m	0	0	2, -1, 3		2	2	0.0	2.0	0.0	0.0	0.25	0.0
62	62	7/8	7/8	2/2	2	1	IV/ii				C	I		IV/ii	IV				ii			M	0	0	1, 5, 2		1	1	0.0	2.0	0.0	0.0	0.25	0.0
63	63	0	0	2/2	2	1	V/ii				C	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3	0.0	2.0	0.0	0.0	1.0	0.0
63	63	1/2	1/2	2/2	2	1	II				C	I		II	II							M	0	0	2, 6, 3		2	2	0.0	2.0	0.0	0.0	0.75	0.0
63	63	3/4	3/4	2/2	2	1	V	0.365261	-4.0085	/	C	I		V	V							M	0	0	1, 5, 2		1	1	0.0	1.0	0.0	0.0	0.25	0.0
64	64	0	0	2/2	2	1	V/V				C	I		V/V	V				V			M	0	0	2, 6, 3		2	2	0.0	1.0	0.0	0.0	0.125	0.0
64	64	1/8	1/8	2/2	2	1	vi/V				C	I		vi/V	vi				V			m	0	0	4, 1, 5		4	4	0.0	1.0	0.0	0.0	0.125	0.0
64	64	1/4	1/4	2/2	2	1	IV/V				C	I		IV/V	IV				V			M	0	0	0, 4, 1		0	0	0.0	1.0	0.0	0.0	0.125	0.0
64	64	3/8	3/8	2/2	2	1	V				C	I		V	V							M	0	0	1, 5, 2		1	1	0.0	1.0	0.0	0.0	0.125	0.0
64	64	1/2	1/2	2/2	2	1	V/V				C	I		V/V	V				V			M	0	0	2, 6, 3		2	2	0.0	1.0	0.0	0.0	0.5	0.0
65	65	0	0	2/2	2	1	V\\				C	I		V	V						\\	M	0	0	1, 5, 2		1	1	0.0	1.0	0.0	0.0	0.25	0.0
65	65	1/4	1/4	2/2	2	1	I				C	I		I	I							M	0	0	0, 4, 1		0	0	0.0	2.0	0.0	0.0	0.5	0.0
65	65	1/2	1/2	2/2	2	1	V6				C	I		V6	V		6					M	0	0	5, 2, 1		1	5	0.0	2.0	0.0	0.0	0.5	0.0
65	65	3/4	3/4	2/2	2	1	I				C	I		I	I							M	0	0	0, 4, 1		0	0	0.0	3.0	0.0	0.0	0.5	0.0
66	66	0	0	2/2	2	1	V				C	I		V	V							M	0	0	1, 5, 2		1	1	0.0	2.0	0.0	0.0	0.25	0.0
66	66	1/8	1/8	2/2	2	1	vi				C	I		vi	vi							m	0	0	3, 0, 4		3	3	0.0	2.0	0.0	0.0	0.25	0.0
66	66	1/4	1/4	2/2	2	1	IV				C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	1.0	2.0	0.3333333333333333	0.125	0.375	0.25
66	66	1/2	1/2	2/2	2	1	V				C	I		V	V							M	0	0	1, 5, 2		1	1	0.0	2.0	0.0	0.0	1.0	0.0
67	67	0	0	2/2	2	1	I\\				C	I		I	I						\\	M	0	0	0, 4, 1		0	0	0.0	2.0	0.0	0.0	2.0	0.0
68	68	0	0	3/2	2	1	I				C	I		I	I							M	0	0	0, 4, 1		0	0	0.0	3.0	0.0	0.0	1.0	0.0
68	68	1/2	1/2	3/2	2	1	V6				C	I		V6	V		6					M	0	0	5, 2, 1		1	5	0.0	3.0	0.0	0.0	1.0	0.0
68	68	1	1	3/2	2	1	vi				C	I		vi	vi							m	0	0	3, 0, 4		3	3	0.0	3.0	0.0	0.0	1.0	0.0
69	69	0	0	3/2	2	1	V				C	I		V	V							M	0	0	1, 5, 2		1	1	0.0	4.0	0.0	0.0	3.0	0.0
70	70	0	0	3/2	2	1	vi				C	I		vi	vi							m	0	0	3, 0, 4		3	3	0.0	2.0	0.0	0.0	1.0	0.0
70	70	1/2	1/2	3/2	2	1	v6/vi				C	I		v6/vi	v		6		vi			m	0	0	1, 5, 4		4	1	0.0	2.0	0.0	0.0	1.0	0.0
70	70	1	1	3/2	2	1	iv6/vi				C	I		iv6/vi	iv		6		vi			m	0	0	-1, 3, 2		2	-1	0.0	2.0	0.0	0.0	1.0	0.0
71	71	0	0	3/2	2	1	V/vi\\				C	I		V/vi	V				vi		\\	M	0	0	4, 8, 5		4	4	0.0	2.0	0.0	0.0	2.0	0.0
72	72	0	0	3/2	2	1	IV				C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	0.0	3.0	0.0	0.0	1.0	0.0
72	72	1/2	1/2	3/2	2	1	I6				C	I		I6	I		6					M	0	0	4, 1, 0		0	4	0.0	3.0	0.0	0.0	1.0	0.0
72	72	1	1	3/2	2	1	ii				C	I		ii	ii							m	0	0	2, -1, 3		2	2	0.0	3.0	0.0	0.0	1.0	0.0
73	73	0	0	3/2	2	1	I				C	I		I	I							M	0	0	0, 4, 1		0	0	0.0	6.0	0.0	0.0	4.0	0.0
74	74	1/2	1/2	3/2	2	1	V6				C	I		V6	V		6					M	0	0	5, 2, 1		1	5	0.0	2.0	0.0	0.0	1.0	0.0
74	74	1	1	3/2	2	1	viio6/V	-0.246354	-4.09401	/	C	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3	0.0	2.0	0.0	0.0	1.0	0.0
75	75	0	0	3/2	2	1	V\\				C	I		V	V						\\	M	0	0	1, 5, 2		1	1	0.0	2.0	0.0	0.0	2.0	0.0
76	76	0	0	3/2	2	1	vi				C	I		vi	vi							m	0	0	3, 0, 4		3	3	0.0	3.0	0.0	0.0	1.0	0.0
76	76	1/2	1/2	3/2	2	1	V				C	I		V	V							M	0	0	1, 5, 2		1	1	0.0	3.0	0.0	0.0	1.0	0.0
76	76	1	1	3/2	2	1	IV				C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	0.0	3.0	0.0	0.0	1.0	0.0
77	77	0	0	3/2	2	1	iii				C	I		iii	iii							m	0	0	4, 1, 5		4	4	0.0	4.0	0.0	0.0	3.0	0.0
78	78	0	0	3/2	2	1	IV				C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	0.0	2.0	0.0	0.0	1.0	0.0
78	78	1/2	1/2	3/2	2	1	V(4)				C	I		V(4)	V			4				M	0	0	1, 0, 2		1	1	0.0	2.0	0.0	0.0	1.75	0.0
78	78	5/4	5/4	3/2	2	1	V				C	I		V	V							M	0	0	1, 5, 2		1	1	0.0	1.0	0.0	0.0	0.25	0.0
79	79	0	0	2/2	2	1	I\\				C	I		I	I						\\	M	0	0	0, 4, 1		0	0	0.0	2.0	0.0	0.0	2.0	0.0
80	80	0	0	2/2	2	1	IV				C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	0.0	2.0	0.0	0.0	0.875	0.0
80	80	1/2	1/2	2/2	2	1	V65/ii				C	I		V65/ii	V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7	0.0	2.0	0.0	0.0	0.375	0.0
80	80	3/4	3/4	2/2	2	1	ii				C	I		ii	ii							m	0	0	2, -1, 3		2	2	0.0	2.0	0.0	0.0	0.5	0.0
81	81	0	0	2/2	2	1	vi				C	I		vi	vi							m	0	0	3, 0, 4		3	3	1.0	3.0	0.25	0.125	1.125	0.1
81	81	3/4	3/4	2/2	2	1	IV				C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	0.0	1.0	0.0	0.0	0.25	0.0
82	82	0	0	2/2	2	1	I6				C	I		I6	I		6					M	0	0	4, 1, 0		0	4	0.0	1.0	0.0	0.0	0.25	0.0
82	82	1/4	1/4	2/2	2	1	I				C	I		I	I							M	0	0	0, 4, 1		0	0	0.0	2.0	0.0	0.0	0.625	0.0
82	82	1/2	1/2	2/2	2	1	V65				C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5	0.0	2.0	0.0	0.0	0.375	0.0
82	82	3/4	3/4	2/2	2	1	I				C	I		I	I							M	0	0	0, 4, 1		0	0	0.0	2.0	0.0	0.0	0.5	0.0
83	83	0	0	2/2	2	1	V				C	I		V	V							M	0	0	1, 5, 2		1	1	1.0	3.0	0.25	0.125	1.125	0.1
83	83	3/4	3/4	2/2	2	1	I6				C	I		I6	I		6					M	0	0	4, 1, 0		0	4	0.0	1.0	0.0	0.0	0.25	0.0
84	84	0	0	2/2	2	1	ii				C	I		ii	ii							m	0	0	2, -1, 3		2	2	1.0	1.0	0.5	0.125	0.125	0.5
84	84	1/4	1/4	2/2	2	1	ii6				C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1	1.0	2.0	0.3333333333333333	0.125	0.625	0.16666666666666666
84	84	1/2	1/2	2/2	2	1	IV6				C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3	1.0	1.0	0.5	0.125	0.125	0.5
84	84	3/4	3/4	2/2	2	1	I				C	I		I	I							M	0	0	0, 4, 1		0	0	0.0	3.0	0.0	0.0	0.5	0.0
85	85	0	0	2/2	2	1	V(4)				C	I		V(4)	V			4				M	0	0	1, 0, 2		1	1	0.0	2.0	0.0	0.0	2.0	0.0
85	85	1/2	1/2	2/2	2	1	V				C	I		V	V							M	0	0	1, 5, 2		1	1						
86	86	0	0	2/2	2	1	I				C	I		I	I							M	0	0	0, 4, 1		0	0	1.0	3.0	0.25	0.125	1.625	0.07142857142857142
86	86	3/4	3/4	2/2	2	1	vi				C	I		vi	vi							m	0	0	3, 0, 4		3	3	0.0	1.0	0.0	0.0	0.25	0.0
87	87	0	0	2/2	2	1	V				C	I		V	V							M	0	0	1, 5, 2		1	1	0.0	1.0	0.0	0.0	0.25	0.0
87	87	1/4	1/4	2/2	2	1	IV				C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	0.0	2.0	0.0	0.0	0.75	0.0
87	87	1/2	1/2	2/2	2	1	I6				C	I		I6	I		6					M	0	0	4, 1, 0		0	4	1.0	1.0	0.5	0.125	0.125	0.5
87	87	3/4	3/4	2/2	2	1	viio/IV				C	I		viio/IV	vii	o			IV			o	0	0	4, 1, -2		4	4	0.0	3.0	0.0	0.0	0.5	0.0
88	88	0	0	2/2	2	1	IV				C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	0.0	2.0	0.0	0.0	2.0	0.0
89	89	0	0	2/2	2	1	I\\				C	I		I	I						\\	M	0	0	0, 4, 1		0	0	0.0	2.0	0.0	0.0	4.0	0.0
